movieId,title,genres,year,avg_rating,n_ratings
1,"Toy Story",Adventure|Animation|Children|Comedy|Fantasy,1995,3.89350760938904,76813
2,"Jumanji",Adventure|Children|Fantasy,1995,3.27817868847032,30209
3,"Grumpier Old Men",Comedy|Romance,1995,3.17127054361568,15820
4,"Waiting to Exhale",Comedy|Drama|Romance,1995,2.86839498018494,3028
5,"Father of the Bride Part II",Comedy,1995,3.07695715461047,15801
6,"Heat",Action|Crime|Thriller,1995,3.86216640502355,31850
7,"Sabrina",Comedy|Romance,1995,3.37233906129777,15596
8,"Tom and Huck",Adventure|Children,1995,3.11805555555556,1584
9,"Sudden Death",Action,1995,3.00317773394696,4563
10,"GoldenEye",Action|Adventure|Thriller,1995,3.43483486921184,34942
11,"American President, The",Comedy|Drama|Romance,1995,3.65876777251185,20256
12,"Dracula: Dead and Loving It",Comedy|Horror,1995,2.68388123011665,4715
13,"Balto",Adventure|Animation|Children,1995,3.36172080772608,2278
14,"Nixon",Drama,1995,3.42874657435454,6933
15,"Cutthroat Island",Action|Adventure|Romance,1995,2.73484148968914,3249
16,"Casino",Crime|Drama,1995,3.82966321243523,23932
17,"Sense and Sensibility",Drama|Romance,1995,3.94589670468948,25248
18,"Four Rooms",Comedy,1995,3.42015550239234,6688
19,"Ace Ventura: When Nature Calls",Comedy,1995,2.66806170707905,26642
20,"Money Train",Action|Comedy|Crime|Drama|Thriller,1995,2.89016977572836,4771
21,"Get Shorty",Comedy|Crime|Thriller,1995,3.56551961196196,26183
22,"Copycat",Crime|Drama|Horror|Mystery|Thriller,1995,3.29868305531168,11390
23,"Assassins",Action|Crime|Thriller,1995,3.16153695353852,5101
24,"Powder",Drama|Sci-Fi,1995,3.17435158501441,9369
25,"Leaving Las Vegas",Drama|Romance,1995,3.66465618860511,25450
26,"Othello",Drama,1995,3.60430950048972,3063
27,"Now and Then",Children|Drama,1995,3.42091705306543,1941
28,"Persuasion",Drama|Romance,1995,4.03831855876466,3497
29,"City of Lost Children, The",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,3.91191957874581,10445
30,"Shanghai Triad",Crime|Drama,1995,3.6397966594045,1377
31,"Dangerous Minds",Drama,1995,3.23502113201293,12067
32,"Twelve Monkeys",Mystery|Sci-Fi|Thriller,1995,3.89659300184162,59730
33,"Wings of Courage",Adventure|Romance|IMAX,1995,3.06,75
34,"Babe",Children|Drama,1995,3.59455408775001,37698
35,"Carrington",Drama|Romance,1995,3.4936948297604,1586
36,"Dead Man Walking",Crime|Drama,1995,3.92394377740442,24403
37,"Across the Sea of Time",Documentary|IMAX,1995,2.96067415730337,89
38,"It Takes Two",Children|Comedy,1995,2.9426433915212,802
39,"Clueless",Comedy|Romance,1995,3.43055818055818,31746
40,"Cry, the Beloved Country",Drama,1995,3.6503164556962,948
41,"Richard III",Drama|War,1995,3.84297921926588,5149
42,"Dead Presidents",Action|Crime|Drama,1995,3.0511044552602,2671
43,"Restoration",Drama,1995,3.46563893016345,2692
44,"Mortal Kombat",Action|Adventure|Fantasy,1995,2.64361508830584,13759
45,"To Die For",Comedy|Drama|Thriller,1995,3.37342980604964,9951
46,"How to Make an American Quilt",Drama|Romance,1995,3.26403326403326,3367
47,"Seven",Mystery|Thriller,1995,4.08774708372674,65666
48,"Pocahontas",Animation|Children|Drama|Musical|Romance,1995,2.97870402004328,17562
49,"When Night Is Falling",Drama|Romance,1995,3.55072463768116,276
50,"Usual Suspects, The",Crime|Mystery|Thriller,1995,4.26786522711371,72893
51,"Guardian Angel",Action|Drama|Thriller,1994,2.61111111111111,36
52,"Mighty Aphrodite",Comedy|Drama|Romance,1995,3.52983870967742,10540
53,"Lamerica",Adventure|Drama,1994,3.67771084337349,166
54,"Big Green, The",Children|Comedy,1995,2.83243727598566,1116
55,"Georgia",Drama,1995,3.23018292682927,984
56,"Kids of the Round Table",Adventure|Children|Comedy|Fantasy,1995,2.06024096385542,83
57,"Home for the Holidays",Drama,1995,3.31827073552426,2556
58,"Postman, The",Comedy|Drama|Romance,1994,3.96391410228027,13551
59,"Confessional, The",Drama|Mystery,1995,3.59855769230769,208
60,"Indian in the Cupboard, The",Adventure|Children|Fantasy,1995,3.0648918469218,7813
61,"Eye for an Eye",Drama|Thriller,1996,3.32722929936306,2512
62,"Mr. Holland's Opus",Drama,1995,3.74095833333333,24000
63,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood",Comedy|Crime,1996,3.13019768234492,2934
64,"Two if by Sea",Comedy|Romance,1996,2.83537414965986,2205
65,"Bio-Dome",Comedy,1996,2.3978181212525,6004
66,"Lawnmower Man 2: Beyond Cyberspace",Action|Sci-Fi|Thriller,1996,2.15831739961759,2615
67,"Two Bits",Drama,1995,3.34239130434783,184
68,"French Twist",Comedy|Romance,1995,3.45533033033033,1332
69,"Friday",Comedy,1995,3.55065766086029,5626
70,"From Dusk Till Dawn",Action|Comedy|Horror|Thriller,1996,3.33995366708103,17698
71,"Fair Game",Action,1995,2.34831056793674,1391
72,"Kicking and Screaming",Comedy|Drama,1995,3.47743055555556,1440
73,"Misérables, Les",Drama|War,1995,3.79640371229698,3448
74,"Bed of Roses",Drama|Romance,1996,3.29684265010352,3864
75,"Big Bully",Comedy|Drama,1996,2.44844517184943,611
76,"Screamers",Action|Sci-Fi|Thriller,1995,3.02528675703858,3836
77,"Nico Icon",Documentary,1995,3.43939393939394,231
78,"Crossing Guard, The",Action|Crime|Drama|Thriller,1995,3.16818873668189,1314
79,"Juror, The",Drama|Thriller,1996,3.1557082617523,6403
80,"White Balloon, The",Children|Drama,1995,3.73070739549839,622
81,"Things to Do in Denver When You're Dead",Crime|Drama|Romance,1995,3.26427962489344,3519
